source,target,weight
#1a2a15,#805040,8
#1a2a15,#152a25,1
#1a2a15,#232a28,2
#1a2a15,#407080,2
#1a2a15,#2a2107,6
#1a2a15,#2a2515,12
#1a2a15,#807b6b,3
#1a2a15,#d4cbb1,9
#1a2a15,#803116,6
#1a2a15,#d45124,2
#1a2a15,#806616,4
#1a2a15,#d4856a,5
#1a2a15,#212a07,4
#1a2a15,#708040,2
#1a2a15,#2a2523,1
#15252a,#07102a,2
#15252a,#803116,10
#15252a,#805040,20
#15252a,#d45124,2
#15252a,#d4856a,14
#15252a,#232a28,13
#15252a,#2a2523,14
#15252a,#6b7b80,5
#15252a,#2a2515,11
#15252a,#807040,13
#15252a,#152a25,10
#15252a,#807b6b,8
#15252a,#b1cbd4,2
#15252a,#d4cbb1,11
#15252a,#151a2a,8
#15252a,#1a152a,2
#15252a,#232a25,5
#15252a,#2a2325,1
#15252a,#2a2328,2
#15252a,#407080,7
#15252a,#d4ba6a,11
#15252a,#806616,4
#15252a,#cbd4b1,2
#15252a,#152a1a,1
#15252a,#2a151a,1
#15252a,#6b807b,1
#15252a,#80706b,4
#15252a,#70806b,1
#15252a,#25232a,3
#15252a,#6abad4,1
#15252a,#25152a,1
#15252a,#708040,2
#15252a,#2a2107,1
#15252a,#d4b1ba,1
#803116,#2a2523,134
#803116,#805040,335
#803116,#807040,212
#803116,#80706b,43
#803116,#807b6b,51
#803116,#07102a,3
#803116,#d45124,112
#803116,#d4856a,195
#803116,#2a151a,63
#803116,#2a1525,7
#803116,#801631,13
#803116,#2a2325,29
#803116,#d4cbb1,188
#803116,#2a2515,133
#803116,#d4ba6a,212
#803116,#2a2107,77
#803116,#806616,110
#803116,#212a07,6
#803116,#407080,8
#803116,#6b7b80,7
#803116,#6b807b,6
#803116,#25152a,5
#803116,#2a0710,20
#803116,#708040,4
#803116,#cbd4b1,14
#803116,#232a28,6
#803116,#151a2a,11
#803116,#252a15,19
#803116,#25232a,10
#803116,#152a25,3
#803116,#1a152a,5
#803116,#2a2328,17
#803116,#70806b,3
#803116,#6abad4,1
#803116,#b1cbd4,4
#803116,#b1d4cb,4
#803116,#806b70,2
#803116,#232a25,4
#803116,#28232a,7
#803116,#152a1a,1
#803116,#405080,2
#803116,#6b7080,2
#803116,#cbb1d4,1
#80706b,#2a2523,820
#80706b,#805040,326
#80706b,#807040,93
#80706b,#807b6b,179
#80706b,#2a2515,23
#80706b,#d4cbb1,266
#80706b,#d4856a,160
#80706b,#806b70,62
#80706b,#d4b1ba,22
#80706b,#2a2325,102
#80706b,#b1cbd4,13
#80706b,#d4ba6a,79
#80706b,#2a2328,41
#80706b,#cbb1d4,6
#80706b,#2a0710,5
#80706b,#2a151a,65
#80706b,#70806b,6
#80706b,#bad4b1,9
#80706b,#25232a,33
#80706b,#28232a,19
#80706b,#6b7080,30
#80706b,#151a2a,12
#80706b,#708040,2
#80706b,#cbd4b1,20
#80706b,#25152a,8
#80706b,#2a1525,12
#80706b,#6b7b80,13
#80706b,#6b807b,3
#80706b,#bab1d4,10
#80706b,#212a07,1
#80706b,#1a152a,5
#80706b,#152a25,4
#80706b,#232a25,4
#80706b,#232a28,3
#80706b,#2a2107,2
#80706b,#806616,2
#80706b,#b1d4cb,3
#80706b,#d45124,11
#80706b,#407080,4
#80706b,#6abad4,1
#80706b,#07102a,2
#80706b,#801631,4
#80706b,#252a15,2
#80706b,#405080,2
#232a25,#232a28,25
#232a25,#2a2523,16
#232a25,#805040,19
#232a25,#d4ba6a,17
#232a25,#2a2515,14
#232a25,#807040,22
#232a25,#807b6b,13
#232a25,#152a25,12
#232a25,#d4856a,12
#232a25,#d4cbb1,17
#232a25,#70806b,7
#232a25,#2a2107,1
#232a25,#152a1a,5
#232a25,#252a15,6
#232a25,#407080,3
#232a25,#6abad4,1
#232a25,#6b807b,6
#232a25,#b1cbd4,1
#232a25,#801631,3
#232a25,#2a151a,2
#232a25,#d45124,2
#232a25,#2a2325,2
#232a25,#2a2328,3
#232a25,#708040,1
#232a25,#b1d4cb,1
#232a25,#6b7b80,1
#232a25,#151a2a,1
#232a25,#25232a,1
#bab1d4,#6b7080,24
#bab1d4,#6b7b80,4
#bab1d4,#b1cbd4,6
#bab1d4,#b1d4cb,2
#bab1d4,#cbb1d4,13
#bab1d4,#d4b1ba,6
#bab1d4,#d4cbb1,9
#bab1d4,#1a152a,1
#bab1d4,#25232a,17
#bab1d4,#2a2523,3
#bab1d4,#806b70,3
#bab1d4,#2a2325,1
#bab1d4,#2a2328,3
#bab1d4,#805040,3
#bab1d4,#807b6b,4
#bab1d4,#d4856a,3
#bab1d4,#28232a,2
#bab1d4,#807040,2
#bab1d4,#d4ba6a,2
#bab1d4,#2a2515,1
#d45124,#07102a,1
#d45124,#805040,106
#d45124,#d4856a,86
#d45124,#2a151a,17
#d45124,#2a1525,3
#d45124,#801631,8
#d45124,#807040,58
#d45124,#d4ba6a,83
#d45124,#2a2515,34
#d45124,#2a2523,40
#d45124,#806616,31
#d45124,#807b6b,16
#d45124,#d4cbb1,59
#d45124,#2a0710,5
#d45124,#25232a,4
#d45124,#cbd4b1,10
#d45124,#1a152a,1
#d45124,#2a2107,19
#d45124,#407080,5
#d45124,#232a28,1
#d45124,#2a2328,2
#d45124,#70806b,1
#d45124,#151a2a,4
#d45124,#2a2325,4
#d45124,#252a15,7
#d45124,#b1cbd4,2
#d45124,#b1d4cb,2
#d45124,#212a07,3
#d45124,#bad4b1,1
#d45124,#6b807b,1
#d45124,#25152a,1
#d45124,#708040,3
#d45124,#6b7080,1
#70806b,#2a2515,9
#70806b,#807040,13
#70806b,#807b6b,14
#70806b,#cbd4b1,7
#70806b,#d4cbb1,14
#70806b,#2a2523,12
#70806b,#bad4b1,6
#70806b,#252a15,8
#70806b,#2a2107,4
#70806b,#6b807b,8
#70806b,#b1d4cb,3
#70806b,#708040,3
#70806b,#2a2325,3
#70806b,#805040,9
#70806b,#d4856a,9
#70806b,#806616,2
#70806b,#d4ba6a,7
#70806b,#152a1a,1
#70806b,#25232a,1
#70806b,#28232a,1
#70806b,#2a2328,3
#70806b,#152a25,1
#70806b,#232a28,2
#70806b,#2a151a,1
#70806b,#806b70,1
#70806b,#d4b1ba,1
#232a28,#2a2523,14
#232a28,#6b7b80,4
#232a28,#805040,20
#232a28,#d4856a,15
#232a28,#6b807b,4
#232a28,#b1cbd4,2
#232a28,#b1d4cb,2
#232a28,#2a2515,11
#232a28,#807040,16
#232a28,#152a25,14
#232a28,#807b6b,8
#232a28,#d4cbb1,12
#232a28,#d4ba6a,9
#232a28,#407080,2
#232a28,#806616,2
#232a28,#cbd4b1,1
#232a28,#152a1a,3
#232a28,#2a151a,2
#232a28,#801631,2
#232a28,#2a2328,2
#232a28,#708040,1
#2a1525,#2a151a,33
#2a1525,#801631,4
#2a1525,#805040,29
#2a1525,#807040,7
#2a1525,#d4856a,18
#2a1525,#1a152a,4
#2a1525,#2a2107,1
#2a1525,#2a2515,3
#2a1525,#25152a,15
#2a1525,#405080,4
#2a1525,#d4b1ba,1
#2a1525,#151a2a,4
#2a1525,#28232a,6
#2a1525,#806b70,9
#2a1525,#807b6b,1
#2a1525,#25232a,3
#2a1525,#2a2325,8
#2a1525,#2a2328,11
#2a1525,#407080,4
#2a1525,#2a0710,4
#2a1525,#2a2523,2
#2a1525,#d4ba6a,10
#2a1525,#6b7b80,1
#2a1525,#bad4b1,2
#2a1525,#cbd4b1,4
#2a1525,#d4cbb1,13
#2a1525,#6b807b,1
#2a1525,#806616,2
#2a2328,#806b70,19
#2a2328,#807b6b,12
#2a2328,#cbb1d4,7
#2a2328,#d4b1ba,5
#2a2328,#d4cbb1,43
#2a2328,#25232a,26
#2a2328,#28232a,43
#2a2328,#2a2325,86
#2a2328,#6b7b80,2
#2a2328,#6b807b,1
#2a2328,#805040,76
#2a2328,#807040,11
#2a2328,#d4856a,56
#2a2328,#2a2523,78
#2a2328,#2a151a,39
#2a2328,#d4ba6a,21
#2a2328,#405080,1
#2a2328,#1a152a,4
#2a2328,#407080,1
#2a2328,#6b7080,14
#2a2328,#2a2515,6
#2a2328,#151a2a,3
#2a2328,#25152a,6
#2a2328,#b1d4cb,1
#2a2328,#708040,2
#2a2328,#bad4b1,1
#2a2328,#cbd4b1,1
#2a2328,#806616,1
#2a2328,#152a25,1
#2a2328,#252a15,1
#2a2328,#801631,3
#2a2328,#2a0710,1
#2a2328,#b1cbd4,1
#801631,#2a151a,13
#801631,#805040,17
#801631,#807040,9
#801631,#d4856a,16
#801631,#2a2523,9
#801631,#407080,3
#801631,#d4ba6a,10
#801631,#25152a,2
#801631,#252a15,3
#801631,#2a2515,3
#801631,#2a0710,4
#801631,#25232a,4
#801631,#152a1a,1
#801631,#152a25,1
#801631,#2a2325,5
#801631,#806b70,4
#801631,#708040,1
#801631,#b1d4cb,1
#801631,#d4cbb1,7
#801631,#807b6b,3
#801631,#151a2a,1
#801631,#2a2107,1
#801631,#28232a,3
#801631,#212a07,1
#801631,#1a152a,1
#2a0710,#2a151a,24
#2a0710,#2a2523,7
#2a0710,#d4856a,19
#2a0710,#805040,22
#2a0710,#6b7080,1
#2a0710,#25152a,4
#2a0710,#2a2107,2
#2a0710,#806616,3
#2a0710,#807040,3
#2a0710,#d4ba6a,9
#2a0710,#25232a,3
#2a0710,#1a152a,4
#2a0710,#07102a,2
#2a0710,#d4cbb1,8
#2a0710,#2a2325,2
#2a0710,#bad4b1,1
#2a0710,#cbd4b1,2
#2a0710,#151a2a,2
#2a0710,#407080,1
#2a0710,#806b70,1
#2a2325,#2a2523,181
#2a2325,#805040,201
#2a2325,#2a151a,90
#2a2325,#d4856a,122
#2a2325,#d4cbb1,86
#2a2325,#807b6b,31
#2a2325,#b1cbd4,3
#2a2325,#806b70,29
#2a2325,#807040,33
#2a2325,#25232a,20
#2a2325,#28232a,26
#2a2325,#cbb1d4,3
#2a2325,#d4b1ba,4
#2a2325,#d4ba6a,50
#2a2325,#6b7b80,6
#2a2325,#6b807b,2
#2a2325,#407080,1
#2a2325,#806616,1
#2a2325,#cbd4b1,7
#2a2325,#6b7080,9
#2a2325,#151a2a,3
#2a2325,#1a152a,2
#2a2325,#25152a,2
#2a2325,#b1d4cb,1
#2a2325,#2a2515,9
#2a2325,#bad4b1,2
#2a2325,#152a25,1
#2a2325,#252a15,1
#2a2325,#708040,1
#807b6b,#6b807b,18
#807b6b,#805040,241
#807b6b,#807040,225
#807b6b,#b1d4cb,8
#807b6b,#d4cbb1,327
#807b6b,#2a2523,171
#807b6b,#2a2515,120
#807b6b,#d4ba6a,117
#807b6b,#1a152a,4
#807b6b,#25232a,10
#807b6b,#d4856a,91
#807b6b,#806b70,11
#807b6b,#b1cbd4,14
#807b6b,#cbd4b1,58
#807b6b,#d4b1ba,5
#807b6b,#cbb1d4,2
#807b6b,#151a2a,9
#807b6b,#806616,14
#807b6b,#152a25,5
#807b6b,#6b7b80,13
#807b6b,#252a15,13
#807b6b,#2a2107,20
#807b6b,#708040,5
#807b6b,#bad4b1,4
#807b6b,#25152a,1
#807b6b,#2a151a,9
#807b6b,#212a07,3
#807b6b,#6b7080,9
#807b6b,#407080,4
#807b6b,#07102a,1
#807b6b,#405080,3
#807b6b,#152a1a,1
#807b6b,#28232a,2
#152a25,#805040,9
#152a25,#807040,6
#152a25,#b1cbd4,1
#152a25,#d4cbb1,10
#152a25,#2a2515,5
#152a25,#2a2523,6
#152a25,#d4856a,7
#152a25,#407080,2
#152a25,#806616,2
#152a25,#cbd4b1,2
#152a25,#152a1a,3
#152a25,#212a07,1
#152a25,#252a15,1
#152a25,#2a2107,2
#152a25,#6b7b80,1
#152a25,#6b807b,2
#152a25,#708040,2
#152a25,#d4ba6a,5
#152a25,#28232a,1
#1a152a,#25232a,11
#1a152a,#2a2523,5
#1a152a,#805040,19
#1a152a,#807040,7
#1a152a,#d4cbb1,14
#1a152a,#2a151a,8
#1a152a,#2a2107,1
#1a152a,#2a2515,1
#1a152a,#151a2a,12
#1a152a,#d4856a,10
#1a152a,#28232a,5
#1a152a,#6b7080,1
#1a152a,#405080,2
#1a152a,#b1cbd4,1
#1a152a,#b1d4cb,1
#1a152a,#cbb1d4,1
#1a152a,#d4ba6a,10
#1a152a,#25152a,8
#1a152a,#806b70,1
#1a152a,#07102a,4
#1a152a,#806616,2
#1a152a,#708040,1
#1a152a,#d4b1ba,1
#1a152a,#cbd4b1,2
#252a15,#2a2107,28
#252a15,#2a2515,53
#252a15,#6b807b,5
#252a15,#807040,42
#252a15,#b1d4cb,5
#252a15,#d4cbb1,28
#252a15,#708040,14
#252a15,#6b7080,1
#252a15,#2a2523,4
#252a15,#cbd4b1,6
#252a15,#212a07,18
#252a15,#806616,12
#252a15,#d4ba6a,31
#252a15,#d4856a,12
#252a15,#805040,24
#252a15,#152a1a,3
#252a15,#407080,3
#252a15,#6b7b80,2
#252a15,#b1cbd4,1
#407080,#2a2523,4
#407080,#807040,10
#407080,#d4ba6a,11
#407080,#2a2515,6
#407080,#6abad4,6
#407080,#b1cbd4,4
#407080,#d4cbb1,13
#407080,#6b7b80,6
#407080,#6b807b,4
#407080,#805040,15
#407080,#d4856a,7
#407080,#2a2107,3
#407080,#806616,2
#407080,#212a07,2
#407080,#2a151a,3
#407080,#405080,3
#407080,#708040,2
#407080,#151a2a,2
#407080,#806b70,1
#407080,#25152a,2
#407080,#25232a,2
#407080,#152a1a,1
#407080,#d4b1ba,1
#d4b1ba,#806b70,15
#d4b1ba,#d4cbb1,28
#d4b1ba,#25232a,8
#d4b1ba,#cbb1d4,9
#d4b1ba,#28232a,4
#d4b1ba,#405080,1
#d4b1ba,#805040,10
#d4b1ba,#151a2a,1
#d4b1ba,#d4856a,4
#d4b1ba,#807040,1
#d4b1ba,#2a2523,2
#d4b1ba,#2a151a,1
#d4b1ba,#6b7b80,1
#d4b1ba,#b1cbd4,1
#b1cbd4,#6b7080,11
#b1cbd4,#6b7b80,15
#b1cbd4,#b1d4cb,11
#b1cbd4,#6b807b,5
#b1cbd4,#2a2523,7
#b1cbd4,#805040,17
#b1cbd4,#d4cbb1,21
#b1cbd4,#151a2a,1
#b1cbd4,#807040,14
#b1cbd4,#d4ba6a,14
#b1cbd4,#cbb1d4,3
#b1cbd4,#2a2515,6
#b1cbd4,#6abad4,3
#b1cbd4,#25232a,1
#b1cbd4,#cbd4b1,7
#b1cbd4,#bad4b1,3
#b1cbd4,#d4856a,6
#b1cbd4,#806616,4
#b1cbd4,#806b70,1
#b1cbd4,#708040,3
#b1cbd4,#2a151a,2
#b1cbd4,#2a2107,1
#cbb1d4,#d4cbb1,18
#cbb1d4,#806b70,5
#cbb1d4,#6b7080,13
#cbb1d4,#6b7b80,2
#cbb1d4,#25232a,23
#cbb1d4,#28232a,18
#cbb1d4,#b1d4cb,1
#cbb1d4,#2a2523,3
#cbb1d4,#2a2515,1
#cbb1d4,#807040,2
#cbb1d4,#151a2a,1
#cbb1d4,#805040,4
#cbb1d4,#d4856a,1
#2a151a,#805040,200
#2a151a,#807040,41
#2a151a,#d4856a,122
#2a151a,#2a2523,84
#2a151a,#d4cbb1,80
#2a151a,#2a2107,1
#2a151a,#2a2515,5
#2a151a,#806616,5
#2a151a,#d4ba6a,53
#2a151a,#25152a,12
#2a151a,#6b7080,5
#2a151a,#25232a,18
#2a151a,#405080,5
#2a151a,#cbd4b1,10
#2a151a,#806b70,21
#2a151a,#151a2a,6
#2a151a,#28232a,18
#2a151a,#6b7b80,3
#2a151a,#bad4b1,4
#2a151a,#b1d4cb,1
#2a151a,#212a07,1
#806616,#2a2107,76
#806616,#805040,57
#806616,#807040,130
#806616,#d4ba6a,106
#806616,#d4cbb1,67
#806616,#2a2515,65
#806616,#2a2523,15
#806616,#212a07,8
#806616,#cbd4b1,13
#806616,#708040,8
#806616,#d4856a,33
#806616,#6abad4,1
#806616,#6b7b80,2
#806616,#6b807b,4
#806616,#151a2a,1
#806616,#25232a,1
#806616,#28232a,1
#806616,#b1d4cb,3
#806616,#152a1a,1
#151a2a,#807040,10
#151a2a,#d4ba6a,15
#151a2a,#805040,37
#151a2a,#d4856a,24
#151a2a,#d4cbb1,16
#151a2a,#2a2523,19
#151a2a,#405080,3
#151a2a,#07102a,8
#151a2a,#25152a,6
#151a2a,#28232a,6
#151a2a,#25232a,15
#151a2a,#806b70,1
#151a2a,#152a1a,1
#151a2a,#6abad4,1
#151a2a,#708040,2
#151a2a,#2a2107,1
#151a2a,#2a2515,2
#151a2a,#cbd4b1,1
#151a2a,#212a07,1
#d4ba6a,#2a2515,159
#d4ba6a,#2a2523,166
#d4ba6a,#805040,399
#d4ba6a,#807040,354
#d4ba6a,#d4cbb1,350
#d4ba6a,#d4856a,277
#d4ba6a,#2a2107,75
#d4ba6a,#212a07,7
#d4ba6a,#cbd4b1,26
#d4ba6a,#6abad4,2
#d4ba6a,#b1d4cb,10
#d4ba6a,#25232a,11
#d4ba6a,#6b7b80,10
#d4ba6a,#6b807b,11
#d4ba6a,#708040,25
#d4ba6a,#152a1a,4
#d4ba6a,#25152a,8
#d4ba6a,#806b70,5
#d4ba6a,#6b7080,5
#d4ba6a,#28232a,10
#d4ba6a,#07102a,3
#d4ba6a,#bad4b1,5
#d4ba6a,#405080,2
#212a07,#2a2107,18
#212a07,#807040,12
#212a07,#d4cbb1,8
#212a07,#2a2515,17
#212a07,#708040,5
#212a07,#805040,7
#212a07,#cbd4b1,2
#212a07,#6b807b,2
#212a07,#6b7b80,1
#212a07,#d4856a,1
#212a07,#152a1a,1
#212a07,#2a2523,3
#212a07,#25232a,1
#212a07,#28232a,1
#6abad4,#2a2515,2
#6abad4,#d4cbb1,4
#6abad4,#d4856a,2
#6abad4,#805040,3
#6abad4,#2a2523,1
#6abad4,#6b7b80,1
#6abad4,#807040,1
#6abad4,#405080,1
#6abad4,#25232a,1
#6abad4,#806b70,1
#6abad4,#152a1a,1
#2a2515,#2a2523,114
#2a2515,#805040,204
#2a2515,#807040,249
#2a2515,#d4cbb1,164
#2a2515,#d4856a,81
#2a2515,#2a2107,100
#2a2515,#cbd4b1,23
#2a2515,#6b807b,9
#2a2515,#b1d4cb,6
#2a2515,#6b7b80,5
#2a2515,#708040,11
#2a2515,#6b7080,4
#2a2515,#806b70,1
#2a2515,#bad4b1,1
#2a2515,#152a1a,2
#2a2515,#25152a,1
#07102a,#805040,8
#07102a,#d4856a,5
#07102a,#2a2523,3
#07102a,#6b7b80,1
#07102a,#6b807b,1
#07102a,#708040,1
#07102a,#807040,1
#d4856a,#2a2523,269
#d4856a,#805040,581
#d4856a,#807040,184
#d4856a,#d4cbb1,298
#d4856a,#6b7b80,15
#d4856a,#6b7080,14
#d4856a,#6b807b,12
#d4856a,#806b70,16
#d4856a,#25232a,26
#d4856a,#25152a,10
#d4856a,#28232a,21
#d4856a,#708040,7
#d4856a,#b1d4cb,1
#d4856a,#2a2107,20
#d4856a,#152a1a,3
#d4856a,#cbd4b1,13
#d4856a,#bad4b1,3
#d4856a,#405080,1
#6b7b80,#2a2523,11
#6b7b80,#805040,28
#6b7b80,#6b7080,14
#6b7b80,#b1d4cb,4
#6b7b80,#6b807b,12
#6b7b80,#d4cbb1,20
#6b7b80,#806b70,3
#6b7b80,#807040,14
#6b7b80,#2a2107,3
#6b7b80,#708040,2
#6b7b80,#25152a,1
#6b807b,#805040,19
#6b807b,#807040,21
#6b807b,#b1d4cb,9
#6b807b,#d4cbb1,21
#6b807b,#2a2107,4
#6b807b,#2a2523,6
#6b807b,#806b70,1
#6b807b,#708040,3
#6b807b,#bad4b1,2
#6b807b,#cbd4b1,3
#6b807b,#6b7080,2
#6b7080,#b1d4cb,2
#6b7080,#25232a,46
#6b7080,#d4cbb1,41
#6b7080,#2a2523,17
#6b7080,#805040,25
#6b7080,#28232a,29
#6b7080,#405080,1
#6b7080,#2a2107,1
#6b7080,#807040,8
#6b7080,#806b70,9
#806b70,#d4cbb1,31
#806b70,#25232a,11
#806b70,#2a2523,16
#806b70,#28232a,13
#806b70,#805040,37
#806b70,#807040,8
#806b70,#25152a,5
#806b70,#2a2107,1
#806b70,#cbd4b1,2
#807040,#805040,422
#807040,#b1d4cb,13
#807040,#d4cbb1,385
#807040,#2a2523,185
#807040,#25232a,10
#807040,#2a2107,108
#807040,#cbd4b1,41
#807040,#708040,28
#807040,#25152a,4
#807040,#152a1a,5
#807040,#bad4b1,7
#807040,#405080,3
#807040,#28232a,4
#bad4b1,#2a2523,6
#bad4b1,#b1d4cb,6
#bad4b1,#cbd4b1,16
#bad4b1,#d4cbb1,12
#bad4b1,#805040,3
#bad4b1,#25232a,1
#bad4b1,#28232a,1
#bad4b1,#708040,1
#152a1a,#805040,5
#152a1a,#d4cbb1,2
#152a1a,#2a2523,3
#152a1a,#708040,1
#405080,#2a2523,3
#405080,#805040,9
#405080,#d4cbb1,8
#405080,#25232a,1
#405080,#25152a,1
#25152a,#805040,16
#25152a,#28232a,8
#25152a,#25232a,4
#25152a,#d4cbb1,8
#25152a,#2a2523,1
#805040,#b1d4cb,6
#805040,#d4cbb1,513
#805040,#2a2523,489
#805040,#25232a,46
#805040,#2a2107,44
#805040,#28232a,32
#805040,#708040,15
#805040,#cbd4b1,28
#2a2107,#d4cbb1,50
#2a2107,#b1d4cb,2
#2a2107,#cbd4b1,10
#2a2107,#708040,8
#2a2107,#2a2523,8
#b1d4cb,#d4cbb1,16
#b1d4cb,#25232a,2
#b1d4cb,#cbd4b1,8
#b1d4cb,#2a2523,2
#b1d4cb,#708040,3
#b1d4cb,#28232a,1
#708040,#d4cbb1,18
#708040,#2a2523,7
#708040,#25232a,2
#708040,#28232a,2
#708040,#cbd4b1,4
#cbd4b1,#d4cbb1,96
#cbd4b1,#2a2523,15
#cbd4b1,#25232a,2
#25232a,#2a2523,32
#25232a,#d4cbb1,53
#25232a,#28232a,53
#2a2523,#d4cbb1,254
#2a2523,#28232a,18
#28232a,#d4cbb1,33
